"Worst behavior #coachella @ Palm Springs, CA http://t.co/ivsSv4Yoz8","neg"
"Coachella 2014 so excited!! #coachella #coachella2014 http://t.co/plXjJs0Ob0","pos"
"Coachella After Party !!! #TurnDownForWhat #turnup #Coachella https://t.co/n6uBq4CWj0 http://t.co/8v2SWYl1mV","pos"
"Packing for Coachella! #coachella http://t.co/NJHUYWJoxr","pos"
"RT @MyDogsVoyce: RT @Petco: Is it time for #Coachella yet?! (Photo: Oli the Corgi) http://t.co/IfLHi3Fydi","pos"
"The weekend is here!!! See you soon #coachella #johilescapades #JOHILa #tbt @annejojo_ http://t.co/127MMzGxLN","pos"
"Photo: ðŸŒ´ðŸŽ¶ #tbt coachella 2013 with @janelgold ðŸŽ¶ðŸŒ´ #coachella #music #throwback #tomorrow #cantwait #music... http://t.co/Hbf3FjpPuu","pos"
"Attempting to distract myself from the #Coachella withdrawals.  #Warriors #NBA #GSW @ The Oracle http://t.co/QkxrCRgeIV","neg"
"#coachella #2014 #indio #california @ Coachella http://t.co/U4Vf8qHdY5","pos"
"Check out my first beat tape at http://t.co/sIraQBX5Ru #beats #Coachella2014 #coachella #producer #followback #follow #retweet @TTLYTEALA","pos"
"Bird swing!!!!! #Coachella #Bird #Swing #Fun #Camp #Out @ Coachella Fest http://t.co/K4nFGWaicn","pos"
"it's that time of the year that makes me wanna cancel my Instagram account #Coachella","neg"
"RT @jaquansus: Mentally prepares myself for my Instagram feed this weekend to be full of models wearing nothing in the middle of the desertâ€¦","neg"
"RT @Petco: Is it time for #Coachella yet?! (Photo: Oli the Corgi) http://t.co/IfLHi3Fydi","pos"
"Staring out our weekend at kc andthevoidz concert. Love my life. #coachellaweekendkickoff #coachellaâ€¦ http://t.co/uuxCqMmSSO","pos"
"RT @TheHannaBeth: Getting all my coachella essentials together @mophie @wildfoxcouture @unifclothing #mophie #coachellaâ€¦ http://t.co/vg6qYpâ€¦","pos"
"RT @jeremycFOXLA: Our #Coachella Fashion Survival Guide! @LindsayALBANESE reveals some rockin' good looks! Tomorrow on @GDLA! http://t.co/0â€¦","pos"
"RT @ashjstout: FINALLY COACHELLA QUALIFIED THE TEARS ARE REALðŸ˜­ðŸ™Œâ¤ï¸ #coachella #onestepcloser #soexcited","pos"
"Thanks to @the_crabmanÂ and @getoffmyplane__Â for discovering the Blue Coyote in Palm Springs #CoachellaÂ ","pos"
"Sof and @stellahudgens are going to #coachella ugh please talk and take pics i miss you too @ibellapeschardt make sure sof see this ðŸ’˜ðŸ™ðŸ™Œ","neg"
"#Coachella, we meet againðŸ˜ŒâœŒï¸â˜€ï¸","pos"
"A handy guide to dressing at Festivals -- #Coachella: be yourself. #EDC: be yourself. #LIB: be yourself.","pos"
"Reasons to move to California: #coachella ðŸŒžðŸŽ¶âœŒï¸","pos"
"Getting all my coachella essentials together @mophie @wildfoxcouture @unifclothing #mophie #coachellaâ€¦ http://t.co/vg6qYpy29I","pos"
"What whaaaaat! #happythursdaytome #Coachella #Coachella2014 #readytogetmyindieon http://t.co/pOZArvSfXb","pos"
"Pissed on not going to #Coachella","neg"
"The all new 2015 Mercedes GLA.  211hp 2l 4-cyl. @mercedes #gla #cuv #suv #car #coachella http://t.co/OxwO6TQ5Bs","pos"
"RT @johnarayy: #COACHELLA Bound ðŸ˜","pos"
"15 hour shift today....  6 hours to go #coachella","neg"
"RT @Fashionista_com: Victoria's Secret Angel Alessandra Ambrosio takes #Coachella "chic" to an offensive new level: http://t.co/qrkIn2JkyT â€¦","neg"
"Hey friends!  This prick march_in_sky needs an ticket to #coachella!  Has $$ðŸ’´ðŸ’µðŸ’·ðŸ’¸ Help me help him.â€¦ http://t.co/dT06P3cGux","pos"
"lord pls be good to me and let me win these #coachella weekend 2 tickets and I promise to be the best I could ever be. Amen . ðŸ˜†ðŸ˜‡","pos"
"Last year's bracelet. Ready for this weekend. Sorry NOT sawree for all the upcoming #Coachella posts. http://t.co/Xh87HJkfRM","pos"
"â€œ@so_go_solo: I can finally wear my bindis here and not feel judged #coachellaâ€ no one can judge me cause I'm indi-an :)","pos"
"Lightest #Coachella backpack ever! Canon #7D, MacBook Air, @gopro, #LAGears, @rebel8 tee's, Neonâ€¦ http://t.co/tlBta3216R","pos"
"RT @JonnyDrubel: Off to #Coachella! Who wants to come?","pos"
"Can someone kidnap me and take me to #Coachella please?","neg"
"The Calm Before the Storm .... #Coachella http://t.co/aesl9l3mSG","pos"
"Can any of you hackers hack me a #coachella ticket here at #tcmeetup #please","neg"
"All I wanna do is win #coachella weekend2 tickets !!!!! @coachella","pos"
"RT @TheStreamLab: .@Outkast isn't part of the #Coachella live stream, but @Platurn has a dope DJ mix of their music to enjoy! http://t.co/Jâ€¦","pos"
"@HeffronDrive Are you ready for #Coachella Ella Ella Ella ??? Damn excited for you and all the lucky ones... Healthy envy! Enjoy...","pos"
"#aleforPlanetBlue @AngelAlessandra Please don't wear that headdress for #coachella #NotYourTonto #WeAreNotCostumes #WeAreNotMascots","neg"
"Let the wait begin at the #Coachella campground. http://t.co/Q5ziHRCPMu","neg"
"Anna and I celebrating the memory of Cosmo at #Coachella http://t.co/JgGYBVCLZS","pos"
"YES!ðŸ˜ RT @HotNewHipHop: Frank Ocean Is Almost Done With New Album; May Skip #Coachella To Complete It! http://t.co/5GQP2n7lDA RT!","pos"
"Here we go! #coachella âœŒï¸ http://t.co/qt0U3thojP","pos"
"Can't afford #Coachella? We've solved your problem. http://t.co/llv5rMS7z8","pos"
"My tribal year. #tbt #coachella c. 2010 ðŸ“·: either @murrayannejenn or @Mode_PR http://t.co/tcs9zPJnO1","pos"
"What the even is #coachella and why are all the white people so excited? #BishWhet ???","neg"
"just arrived at #coachella! cant wait","pos"
"#Coachella bound âœŒï¸","pos"
"FINALLY COACHELLA QUALIFIED THE TEARS ARE REALðŸ˜­ðŸ™Œâ¤ï¸ #coachella #onestepcloser #soexcited","pos"
"If you're goin to Coachella this weekend hit up my boys party #coachella #afterhours http://t.co/JOYBaNVQaC","pos"
"#yoga at #Coachella http://t.co/Z5YePSUl6Y","pos"
"Yes!!! Flat tire on the way to  #coachella","neg"
"The calm before the #Coachella storm... ðŸ˜’ðŸ˜–ðŸ˜­","pos"
"Setting up camp in Indio. Can't wait till tomorrow when everyone at #coachella is on a Spyder #RideASpyder","pos"
"Another year of missing #Coachella ðŸ˜­ðŸ˜­ðŸ˜­","neg"
"Indio, here we come!! #Coachella2014 #coachella http://t.co/2hzWuyelkt","pos"
"RT @BigBoi: 1 more day until kick off #coachella #outkast20 http://t.co/HJx2XBYREo","pos"
"We have bikes! We can get in the bike lane right? #Coachella2014 #coachella http://t.co/iEvmEItS6J","pos"
"RT @patsanchez__: My IG feed literally consists of only #TBT, #NationalSiblingDay, and #Coachella","neg"
"Yesssssss ðŸ˜© â€œ@HotNewHipHop: Frank Ocean Is Almost Done With New Album; May Skip #Coachella To Complete It! http://t.co/qKidtVUfHv RT!â€","pos"
"RT @RaleighPDX: A lot of bands who aren't at #Coachella are playing somewhere else. Go support them.  #livemusic #lovemusic","pos"
"Home sweet home...#coachella #ferriswheel #hoopdyville2014 http://t.co/3Ducl0YojC","pos"
"And this is how it starts... Road to #coachella hope we make our connection. http://t.co/3GBl95eO8l","pos"
"My baby DJ Tessa rehearsing for her coachella debut @missT_Stone #djtessa #coachella #djchick #awwwyea http://t.co/h5cRWzgW22","pos"
"Less than a 100 miles out! *cracks first beer open* #coachella","pos"
"I hate that you cannot zoom in on Instagram! #stupid #Coachella #instagram #nofilter","neg"
"Come see us at #coachella this weekend #freeicecream 2-4pm on Saturday in VIP! &amp; yes we made thisâ€¦ http://t.co/k8bpFUGSbm","pos"
"Be the next to own Walt Disney's secluded desert party house! #homesforsale #Coachella #WaltDisney http://t.co/orQqcUZDQm","pos"
"I can finally wear my bindis here and not feel judged #coachella","pos"
"PACKING 4 #COACHELLA!!! #Coachella2014 @coachella","pos"
"Just left this amazing event on the middle of Natalie cole performing... #Coachella","pos"
"@SophieStec 7. Get a fuckin' flower crown, congrats    8. Insta that shit #Epic #Coachella","neg"
"RT @OleMissMadness: ..Spreak Break part II. See ya'll at #coachella","pos"
"#COACHELLA Weekend or heeeeeeeeere!","pos"
"Maybe I'll turn into 3stacks in the dessert this weekend on some freaky Friday shit #coachella","neg"
"RT @ashlejac: I just want to go to #coachella right now. Forget college.","neg"
"A #tbt to one of the greatest performances ever! @geoffrickly on main stage at #coachella even withâ€¦ http://t.co/thPwU2MF0w","pos"
"It's that time of the year again that I'm missing... ðŸ˜ž #Coachella","pos"
"Two nights in a row! @elliegoulding last night. @broken_bells tonight! It's good to have #coachella so close to #PHX http://t.co/Xgzm91dL4l","pos"
"HOLY BATDANCE! PRINCE IS ATTENDING #COACHELLA THIS WEEKEND #CoachellaLive 2014","pos"
"Pre-Coachella #coachellacrazy #coachella2014 #coachella #musicalltheway #wetravel #lifegoeson http://t.co/w8mmC9hTK3","pos"
